id,teamid,playername,currentteam,position,status,jerseynumber,goals,GPG,assists,APG,pim,shots,SPG,games,hits,powerplaygoals,powerplaypoints,faceoffpct,plusminus,blocked,BPG,points,PPG,FPPG,timeonicepergame,powerPlayTimeOnIcePerGame,hot,cold,lastupdated
8477416,55,Oliver Bjorkstrand,Seattle Kraken,Right Wing,Y,22,11,0.2,19,0.34,10,136,2.43,56,41,1,4,29.41,8,31,0.55,30,0.54,7.76,15.3,2.08,0,0,"02/20/2023, 01:27:37"
8477505,55,Alex Wennberg,Seattle Kraken,Center,Y,21,10,0.18,17,0.3,10,70,1.25,56,33,3,6,45.89,1,47,0.84,27,0.48,6.0,18.43,2.04,0,0,"02/20/2023, 01:27:37"
8477955,55,Jared McCann,Seattle Kraken,Left Wing,Y,19,26,0.49,14,0.26,10,111,2.09,53,44,5,11,32.81,6,14,0.26,40,0.75,8.94,15.28,2.28,0,0,"02/20/2023, 01:27:37"
8477987,55,Ryan Donato,Seattle Kraken,Center,Y,9,12,0.24,9,0.18,29,81,1.65,49,45,0,1,45.56,17,9,0.18,21,0.43,5.65,11.39,0.43,0,0,"02/20/2023, 01:27:37"
8478407,55,Vince Dunn,Seattle Kraken,Defenseman,Y,29,9,0.16,31,0.55,33,99,1.77,56,90,0,11,0.0,21,62,1.11,40,0.71,8.21,23.51,2.45,0,0,"02/20/2023, 01:27:37"
8478466,55,Daniel Sprong,Seattle Kraken,Right Wing,Y,91,15,0.33,15,0.33,10,100,2.17,46,22,5,10,33.33,8,12,0.26,30,0.65,8.05,11.19,2.05,0,0,"02/20/2023, 01:27:37"
8478840,55,Will Borgen,Seattle Kraken,Defenseman,Y,3,2,0.04,13,0.23,29,49,0.88,56,143,0,0,0.0,9,65,1.16,15,0.27,4.32,15.57,0.02,0,0,"02/20/2023, 01:27:38"
8479293,55,Brandon Tanev,Seattle Kraken,Left Wing,Y,13,10,0.18,15,0.27,35,92,1.64,56,134,0,0,15.79,21,54,0.96,25,0.45,6.59,14.4,0.04,0,0,"02/20/2023, 01:27:38"
8479985,55,Cale Fleury,Seattle Kraken,Defenseman,Y,8,0,0.0,1,0.09,2,10,0.91,11,26,0,0,0.0,0,13,1.18,1,0.09,3.35,12.51,0.05,0,0,"02/20/2023, 01:27:38"
8479987,55,Morgan Geekie,Seattle Kraken,Center,Y,67,5,0.11,12,0.26,18,46,1.0,46,47,0,0,48.62,16,20,0.43,17,0.37,4.29,10.26,0.0,0,0,"02/20/2023, 01:27:38"
8480009,55,Eeli Tolvanen,Seattle Kraken,Right Wing,Y,20,12,0.34,7,0.2,14,71,2.03,35,54,2,3,33.33,4,33,0.94,19,0.54,8.16,14.1,1.54,0,0,"02/20/2023, 01:27:38"
8482665,55,Matty Beniers,Seattle Kraken,Center,Y,10,18,0.33,22,0.41,2,103,1.91,54,64,4,8,43.64,8,37,0.69,40,0.74,8.62,16.58,2.21,0,0,"02/20/2023, 01:27:39"
